Message type,Repeat indicator,MMSI,Navigational status,"Rate of Turn
(ROT)","Speed of ground
(SOG)",Position Accuracy,Longitude,Latitude,"Course of ground
(COG)","True Heading
(HDG)",Time Stamp,"Reserved for
regional
applications",Spare,Raim flag,Radio status,Vessel Name,Type
1,0,671186100,0,0,0,1,129.373,35.526,128,21,9,0,0,0,65920,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,19,0,0,0,49347,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,30,0,0,0,16984,NEW ALLIANCE 9,General Cargo Ship
5,0,671186100,0,8,71.8,0,3.35,97.049,213.2,0,2,1,4,0,198916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,50,0,0,0,16984,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,57,0,0,0,16988,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,30,0,0,0,2256,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,39,0,0,0,114881,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,49,0,0,0,2211,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,59,0,0,0,2247,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,8,0,0,0,33152,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,18,0,0,0,16992,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,30,0,0,0,99495,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,48,0,0,0,65536,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,58,0,0,0,49347,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,10,0,0,0,16996,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,0,0,0,0,2273,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,29,0,0,0,82113,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,40,0,0,0,82114,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,50,0,0,0,49345,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,21,0,0,0,114882,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,30,0,0,0,66727,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,40,0,0,0,67072,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,32,0,0,0,32768,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,58,0,0,0,17004,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,7,0,0,0,49347,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,0,0,0,0,99105,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,30,0,0,0,49347,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,40,0,0,0,49348,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,50,0,0,0,17004,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,58,0,0,0,2247,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,9,0,0,0,33146,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,21,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,40,0,0,0,34304,NEW ALLIANCE 9,General Cargo Ship
5,0,671186100,0,8,71.8,0,3.35,97.049,213.2,0,2,1,4,0,198916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,49,0,0,0,2304,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,0,0,0,0,49351,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,19,0,0,0,66337,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,29,0,0,0,17012,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,39,0,0,0,17012,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,50,0,0,0,82118,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,0,0,0,0,32806,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,8,0,0,0,2265,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,19,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,30,0,0,0,2193,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,40,0,0,0,2191,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,50,0,0,0,65536,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,58,0,0,0,17020,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,10,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,19,0,0,0,33569,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,27,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,38,0,0,0,49351,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,19,0,0,0,17024,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,37,0,0,0,34274,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,49,0,0,0,32768,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,1,0,0,0,49351,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,9,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,19,0,0,0,2266,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,29,0,0,0,49351,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,0,0,0,0,32835,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,19,0,0,0,66353,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,27,0,0,0,33902,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,37,0,0,0,2259,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.373,35.526,133,21,49,0,0,0,2208,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.373,35.526,132,21,59,0,0,0,17036,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.373,35.526,132,21,9,0,0,0,148108,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,131,21,29,0,0,0,17036,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,131,21,9,0,0,0,2253,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,131,21,27,0,0,0,133340,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,131,21,39,0,0,0,82120,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,131,21,48,0,0,0,65588,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,131,21,59,0,0,0,82118,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,131,21,9,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,131,21,21,0,0,0,148116,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,39,0,0,0,198123,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,49,0,0,0,49352,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,35,21,57,0,0,0,65556,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,9,0,0,0,33164,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,0,0,0,0,2211,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,30,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,39,0,0,0,49349,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,49,0,0,0,32820,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,59,0,0,0,49348,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,8,0,0,0,17052,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,18,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,29,0,0,0,66688,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,39,0,0,0,34283,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,35,21,48,0,0,0,17052,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,59,0,0,0,32788,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,9,0,0,0,2271,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,19,0,0,0,66314,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,39,0,0,0,17056,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,49,0,0,0,2254,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,59,0,0,0,17060,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,9,0,0,0,98721,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,18,0,0,0,49349,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,43,21,28,0,0,0,33920,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,43,21,39,0,0,0,2239,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,43,21,32,0,0,0,82119,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,21,10,0,0,0,82120,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,21,0,0,0,0,33546,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,21,30,0,0,0,17024,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,21,38,0,0,0,82120,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,22,49,0,0,0,65592,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,22,0,0,0,0,49352,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,22,8,0,0,0,65953,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,43,21,29,0,0,0,2246,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.526,91,21,39,0,0,0,67040,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,105,21,48,0,0,0,49352,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,105,21,0,0,0,0,32768,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,105,21,10,0,0,0,49351,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,105,21,0,0,0,0,2256,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,105,21,30,0,0,0,49351,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,105,21,37,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,105,21,49,0,0,0,32824,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,105,21,59,0,0,0,17076,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.373,35.525,359,22,8,0,0,0,33185,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.373,35.525,0,22,19,0,0,0,114886,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,28,0,0,0,33916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,48,0,0,0,17076,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,10,0,0,0,17080,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,0,0,0,0,99088,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,29,0,0,0,17080,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,13,21,37,0,0,0,17080,NEW ALLIANCE 9,General Cargo Ship
5,0,671186100,0,8,71.8,0,3.35,97.049,213.2,0,2,1,4,0,198916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,13,22,58,0,0,0,82119,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,13,22,9,0,0,0,2282,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,13,21,38,0,0,0,2282,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,13,21,50,0,0,0,82120,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,13,21,58,0,0,0,65563,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,13,21,18,0,0,0,66320,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,13,21,30,0,0,0,99502,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,50,0,0,0,65553,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,59,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,10,0,0,0,65985,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,0,0,0,0,49352,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,30,0,0,0,82120,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,0,0,0,0,32795,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,13,21,9,0,0,0,49351,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,13,21,18,0,0,0,33552,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,31,0,0,0,66734,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,39,0,0,0,34304,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,51,0,0,0,32785,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,58,0,0,0,17100,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,22,10,0,0,0,33217,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,40,0,0,0,17100,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,13,21,59,0,0,0,2231,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.2,1,129.373,35.525,37,21,11,0,0,0,17104,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.3,1,129.374,35.526,36,21,19,0,0,0,2240,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.3,0,129.374,35.526,35,21,39,0,0,0,2248,NEW ALLIANCE 9,General Cargo Ship
5,0,671186100,0,8,71.8,0,3.35,97.049,213.2,0,2,1,4,0,198916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,31,22,57,0,0,0,98312,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,34,22,10,0,0,0,2233,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,37,22,0,0,0,0,66339,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,38,21,29,0,0,0,17108,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,40,21,40,0,0,0,99838,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,40,21,50,0,0,0,82114,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,38,21,59,0,0,0,82115,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,37,21,10,0,0,0,65968,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,36,21,19,0,0,0,49346,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.6,0,129.374,35.526,32,22,32,0,0,0,65567,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.5,0,129.374,35.526,33,22,58,0,0,0,65544,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,0,129.374,35.526,49,22,19,0,0,0,33571,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,0,129.374,35.526,49,21,27,0,0,0,66673,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,39,0,0,0,67070,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,49,0,0,0,49348,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,59,0,0,0,49348,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,11,0,0,0,33200,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,18,0,0,0,17120,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,38,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,22,49,0,0,0,32799,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,22,9,0,0,0,17124,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,39,0,0,0,34302,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,49,0,0,0,17124,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,58,0,0,0,17088,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,10,0,0,0,2248,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,38,0,0,0,17088,NEW ALLIANCE 9,General Cargo Ship
5,0,671186100,0,8,71.8,0,3.35,97.049,213.2,0,2,1,4,0,198916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,48,0,0,0,2295,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,58,0,0,0,2255,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,9,0,0,0,49347,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,22,19,0,0,0,33586,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,39,0,0,0,2267,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,50,0,0,0,49346,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,0,0,0,0,114882,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,0,0,0,0,17408,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,40,0,0,0,114882,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,50,0,0,0,32780,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,58,0,0,0,98317,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,19,0,0,0,2248,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,27,0,0,0,99435,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,39,0,0,0,99855,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,49,0,0,0,17412,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,59,0,0,0,82112,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,0,0,0,0,66352,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,28,0,0,0,82112,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,50,0,0,0,2215,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,59,0,0,0,65549,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,10,0,0,0,65978,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,0,0,0,0,49344,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,27,0,0,0,66667,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,39,0,0,0,67087,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,50,0,0,0,114881,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,49,21,59,0,0,0,49345,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,11,0,0,0,49346,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,40,0,0,0,49348,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,48,0,0,0,98345,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,10,0,0,0,33210,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,19,0,0,0,17428,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,27,0,0,0,33899,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,40,0,0,0,34319,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,49,0,0,0,82116,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,49,21,59,0,0,0,17432,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,11,0,0,0,17432,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,0,0,0,0,2244,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,28,0,0,0,17432,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,40,0,0,0,17432,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,58,0,0,0,2254,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,19,0,0,0,114881,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,49,21,28,0,0,0,2314,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,49,21,0,0,0,0,98321,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,49,21,9,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,49,21,21,0,0,0,99114,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,49,21,31,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,49,21,38,0,0,0,82118,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,49,21,48,0,0,0,32809,NEW ALLIANCE 9,General Cargo Ship
