Message type,Repeat indicator,MMSI,Navigational status,"Rate of Turn
(ROT)","Speed of ground
(SOG)",Position Accuracy,Longitude,Latitude,"Course of ground
(COG)","True Heading
(HDG)",Time Stamp,"Reserved for
regional
applications",Spare,Raim flag,Radio status,Vessel Name,Type
1,0,440680000,3,0,0,0,129.404,35.478,14.2,205,33,0,0,0,2243,HYUNDAI10003,"Other, Crane"
1,0,441200000,0,255,10.6,1,129.392,35.5,172.9,172,27,0,0,0,49482,GLOVIS CENTURY,Vehicles Carrier
1,0,441200000,0,6,11.3,1,129.393,35.483,178.1,178,16,0,0,0,66261,GLOVIS CENTURY,Vehicles Carrier
1,0,441898000,0,0,9.9,1,129.392,35.499,173.9,174,17,0,0,0,66320,ASIAN GRACE,Chemical/Oil Products Tanker
1,0,477548800,0,129,4.5,1,129.388,35.498,76.6,67,58,0,0,0,49412,GOLDEN ACE,Chemical/Oil Products Tanker
3,0,538007440,5,0,0,1,129.392,35.521,230.1,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,230.1,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,230.1,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,74.3,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,130.8,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,136.1,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,136.1,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,82.3,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,83,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,31.2,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,31.2,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,31.2,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,31.2,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,31.2,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,31.2,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,42.2,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,168.9,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,35.7,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,34.5,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,229.2,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,24.1,331,45,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,228.9,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,5,0,0,1,129.392,35.521,228.9,331,46,0,0,0,84938,GLOVIS SUNLIGHT,Vehicles Carrier
5,0,538007440,8,9,35.2,1,237.989,117.693,326.7,428,18,2,3,1,4948,GLOVIS SUNLIGHT,Vehicles Carrier
1,0,538007440,0,19,2.1,1,129.391,35.521,117.4,349,57,0,0,0,114944,GLOVIS SUNLIGHT,Vehicles Carrier
1,0,538007440,0,21,2.7,1,129.389,35.521,125.9,355,16,0,0,0,114944,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,0,22,4.2,1,129.392,35.52,204.1,70,46,0,0,0,3825,GLOVIS SUNLIGHT,Vehicles Carrier
3,0,538007440,0,19,3.2,1,129.392,35.519,204.8,76,9,0,0,0,0,GLOVIS SUNLIGHT,Vehicles Carrier
1,0,538007440,0,1,3.1,1,129.383,35.518,258.3,80,25,0,0,0,18000,GLOVIS SUNLIGHT,Vehicles Carrier
1,0,538007440,0,255,1.5,1,129.38,35.517,245.5,93,56,0,0,0,100486,GLOVIS SUNLIGHT,Vehicles Carrier
1,0,538010046,0,0,11.6,1,129.412,35.426,344,347,2,0,0,0,2194,SAWASDEE XIAMEN,Container Ship
1,0,538010046,0,0,8.8,1,129.378,35.45,283.2,287,42,0,0,0,99891,SAWASDEE XIAMEN,Container Ship
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
8,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
0,0,545392672,8,32,52,0,113.623,0,0,0,0,0,0,0,0,,
3,0,566798000,5,0,0,0,129.378,35.526,294.8,314,26,0,0,0,86986,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,26,0,0,0,86282,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,28,0,0,0,85146,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,28,0,0,0,85402,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,29,0,0,0,86410,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,30,0,0,0,84650,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.526,294.8,314,32,0,0,0,85354,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,26,0,0,0,88026,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,32,0,0,0,84602,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,32,0,0,0,84474,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,26,0,0,0,87546,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,31,0,0,0,84890,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,26,0,0,0,87370,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,28,0,0,0,86746,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,30,0,0,0,81946,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,32,0,0,0,84074,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,31,0,0,0,81930,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,31,0,0,0,85866,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,33,0,0,0,85130,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,33,0,0,0,84794,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,33,0,0,0,81946,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,31,0,0,0,81978,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.526,294.8,314,30,0,0,0,85306,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,27,0,0,0,87434,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,31,0,0,0,85722,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,32,0,0,0,84058,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,32,0,0,0,84330,THOR CHAICHANA,Bulk Carrier
5,0,566798000,4,9,19.6,1,89.038,180.65,13.1,421,0,0,3,0,131364,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,30,0,0,0,85706,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,31,0,0,0,86026,THOR CHAICHANA,Bulk Carrier
3,0,566798000,5,0,0,0,129.378,35.527,294.8,314,31,0,0,0,84330,THOR CHAICHANA,Bulk Carrier
1,0,671186100,0,0,0,1,129.373,35.525,203,21,50,0,0,0,98304,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,58,0,0,0,2220,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,9,0,0,0,2288,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,29,0,0,0,16620,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,51,0,0,0,82113,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,58,0,0,0,82113,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,9,0,0,0,114883,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,17,0,0,0,33532,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,22,30,0,0,0,2231,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,39,0,0,0,2208,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,49,0,0,0,65536,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,59,0,0,0,65543,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,8,0,0,0,98688,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,18,0,0,0,16900,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,29,0,0,0,49341,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,49,0,0,0,49342,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,10,0,0,0,82111,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,17,0,0,0,2288,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,38,0,0,0,34272,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,50,0,0,0,32768,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,21,0,0,0,66338,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,39,0,0,0,16908,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,51,0,0,0,16908,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,57,0,0,0,16912,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,9,0,0,0,49346,NEW ALLIANCE 9,General Cargo Ship
5,0,671186100,0,8,71.8,0,3.35,97.049,213.2,0,2,1,4,0,198916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,49,0,0,0,2242,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,9,0,0,0,33152,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,21,0,0,0,33570,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,203,21,30,0,0,0,99456,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,39,0,0,0,49346,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,51,0,0,0,98326,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,59,0,0,0,114882,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,30,0,0,0,82114,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,40,0,0,0,34293,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,49,0,0,0,82115,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,59,0,0,0,98360,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,9,0,0,0,2242,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,38,0,0,0,16924,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,49,0,0,0,65558,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,0,0,0,0,82119,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,0,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,29,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,40,0,0,0,2229,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,50,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,30,0,0,0,33920,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,38,0,0,0,99808,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,50,0,0,0,32790,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,203,21,0,0,0,0,49352,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,203,21,9,0,0,0,49352,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,203,21,0,0,0,0,16896,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,128,21,38,0,0,0,82119,NEW ALLIANCE 9,General Cargo Ship
5,0,671186100,0,8,71.8,0,3.35,97.049,213.2,0,2,1,4,0,198916,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,137,21,49,0,0,0,16896,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,133,21,0,0,0,0,32824,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,136,21,9,0,0,0,33174,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,138,21,18,0,0,0,2233,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,142,21,31,0,0,0,2214,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,142,21,38,0,0,0,67040,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,128,21,50,0,0,0,2192,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,145,21,0,0,0,0,16944,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,148,21,7,0,0,0,16944,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,147,21,19,0,0,0,49349,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,143,21,29,0,0,0,82116,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.374,35.525,136,21,48,0,0,0,49349,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.372,35.525,141,21,8,0,0,0,2240,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.372,35.525,142,21,19,0,0,0,33548,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.372,35.525,141,21,29,0,0,0,66682,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.372,35.525,141,21,38,0,0,0,34272,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.372,35.525,143,21,48,0,0,0,32796,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0.1,1,129.372,35.525,128,21,1,0,0,0,98353,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,19,0,0,0,16952,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,48,0,0,0,16952,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,59,0,0,0,82118,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.525,128,21,8,0,0,0,98729,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,18,0,0,0,2287,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,29,0,0,0,33914,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,49,0,0,0,2301,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,0,0,0,0,65585,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,9,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,21,0,0,0,66353,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,28,0,0,0,16960,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,41,0,0,0,99856,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,50,0,0,0,114886,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,10,0,0,0,65961,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,29,0,0,0,2289,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,40,0,0,0,82120,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,58,0,0,0,32817,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,9,0,0,0,49349,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,0,0,0,0,33585,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,31,0,0,0,82117,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,41,0,0,0,67088,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,51,0,0,0,82118,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,0,0,0,0,16972,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.525,128,21,19,0,0,0,16972,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.374,35.526,128,21,29,0,0,0,66721,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,39,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,49,0,0,0,65551,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,59,0,0,0,2245,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,8,0,0,0,16976,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,31,0,0,0,49349,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,41,0,0,0,34320,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,50,0,0,0,49349,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,59,0,0,0,49350,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,9,0,0,0,2238,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,18,0,0,0,66314,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,29,0,0,0,33953,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,40,0,0,0,16980,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,50,0,0,0,32783,NEW ALLIANCE 9,General Cargo Ship
1,0,671186100,0,0,0,1,129.373,35.526,128,21,0,0,0,0,32812,NEW ALLIANCE 9,General Cargo Ship
